date,OP,CP,HP,LP,DF,RD,TV,TC,TO
2017-06-23,39.75,40.01,40.03,39.7,-0.08,-1,1692000,619,67624710
2017-06-26,40.0,39.88,40.0,39.85,-0.13,-1,180000,40,7190650
2017-06-27,39.83,39.93,39.97,39.83,0.05,1,738000,39,29450430
2017-06-28,39.93,39.8,39.93,39.8,-0.13,-1,1274000,293,50795500
2017-06-29,39.8,39.82,39.82,39.73,0.02,1,1569000,50,62395950
2017-06-30,39.7,39.63,39.71,39.63,-0.19,-1,1184000,43,46989160
2017-07-03,39.5,39.5,39.55,39.5,-0.13,-1,1236000,37,48834530
2017-07-04,39.5,39.55,39.57,39.5,0.05,1,1351000,40,53395290
2017-07-05,39.53,39.54,39.57,39.53,-0.01,-1,1411000,22,55815810
2017-07-06,39.54,39.68,39.68,39.54,0.14,1,1290000,31,51155660
2017-07-07,39.68,39.54,39.68,39.54,-0.14,-1,2017000,32,79835140
2017-07-10,39.5,39.46,39.5,39.44,-0.08,-1,2114000,37,83432590
2017-07-11,39.5,39.47,39.5,39.45,0.01,1,2181000,34,86093000
2017-07-12,39.59,39.52,39.6,39.49,0.05,1,2669000,42,105481390
2017-07-13,39.5,39.46,39.5,39.46,-0.06,-1,2237000,27,88295400
2017-07-14,39.41,39.45,39.5,39.39,-0.01,-1,2377000,36,93741090
2017-07-17,39.39,39.47,39.47,39.39,0.02,1,1816000,50,71671220
2017-07-18,39.5,39.54,39.6,39.5,0.07,1,2006000,40,79282730
2017-07-19,39.54,39.64,39.64,39.54,0.1,1,1982000,34,78506570
2017-07-20,39.7,39.71,39.73,39.7,0.07,1,1831000,32,72727000
2017-07-21,39.81,39.76,39.85,39.75,0.05,1,1906000,32,75873220
2017-07-24,39.78,39.75,39.83,39.75,-0.01,-1,1804000,30,71793150
2017-07-25,39.65,39.63,39.66,39.63,-0.12,-1,1805000,25,71562150
2017-07-26,39.44,39.5,39.51,39.44,-0.13,-1,1806000,30,71336650
2017-07-27,39.46,39.31,39.48,39.31,-0.19,-1,1902000,43,74936830
2017-07-28,39.31,39.39,39.41,39.31,0.08,1,1818000,59,71634840
2017-07-31,39.43,39.42,39.46,39.42,0.03,1,1840000,55,72563000
2017-08-01,39.22,39.24,39.28,39.22,-0.18,-1,1820000,37,71477160
2017-08-02,39.46,39.49,39.54,39.46,0.25,1,1812000,52,71639870
2017-08-03,39.6,39.47,39.6,39.47,-0.02,-1,1365000,35,53904000
2017-08-04,39.54,39.51,39.56,39.51,0.04,1,1815000,21,71777010
2017-08-07,39.43,39.41,39.43,39.41,-0.1,-1,1803000,22,71092270
2017-08-08,39.44,39.45,39.48,39.43,0.04,1,1854000,35,73158290
2017-08-09,39.5,39.51,39.53,39.5,0.06,1,1803000,41,71236540
2017-08-10,39.51,39.65,39.66,39.51,0.14,1,1810000,34,71724070
2017-08-11,39.73,39.83,39.87,39.73,0.18,1,1932000,42,76979150
2017-08-14,39.74,39.76,39.76,39.74,-0.07,-1,2140000,26,85080150
2017-08-15,39.66,39.6,39.68,39.6,-0.16,-1,1900000,12,75277000
2017-08-16,39.6,39.62,39.62,39.6,0.02,1,1800000,10,71304000
2017-08-17,39.69,39.67,39.69,39.67,0.05,1,1800000,10,71430000
2017-08-18,39.76,39.78,39.84,39.76,0.11,1,1810000,14,72073810
2017-08-21,39.81,39.8,39.81,39.78,0.02,1,1803000,12,71747400
2017-08-22,39.78,39.77,39.78,39.76,-0.03,-1,1810000,11,71995600
2017-08-23,39.76,39.7,39.76,39.65,-0.07,-1,1805000,14,71634490
2017-08-24,39.7,39.75,39.79,39.7,0.05,1,1859000,18,73931760
2017-08-25,39.75,39.75,39.76,39.7,0.0,0,1809000,17,71907470
2017-08-28,39.63,39.63,39.66,39.63,-0.12,-1,1803000,12,71500890
2017-08-29,39.83,39.82,39.86,39.82,0.19,1,1901000,19,75730750
2017-08-30,39.82,39.7,39.82,39.7,-0.12,-1,1810000,12,71900080
2017-08-31,39.75,39.75,39.75,39.75,0.05,1,800000,4,31800000
2017-09-01,39.83,39.7,39.83,39.7,-0.05,-1,864000,10,34360720
2017-09-04,39.74,39.65,39.74,39.65,-0.05,-1,854000,6,33889800
2017-09-05,39.68,39.67,39.68,39.64,0.02,1,801000,5,31779640
2017-09-06,39.86,39.88,39.92,39.85,0.21,1,1852000,20,73899990
2017-09-07,39.76,39.75,39.8,39.75,-0.13,-1,1906000,15,75782600
2017-09-08,39.83,39.86,39.86,39.83,0.11,1,1943000,17,77402220
2017-09-11,39.86,39.8,39.86,39.79,-0.06,-1,1801000,11,71673860
2017-09-12,39.68,39.63,39.68,39.63,-0.17,-1,1802000,11,71455260
