date,OP,CP,HP,LP,DF,RD,TV,TC,TO
2017-06-29,1.02,1.02,1.02,1.02,0.15,1,8000,1,8160
2017-06-30,0.82,0.86,0.86,0.82,-0.16,-1,27000,2,22620
2017-07-03,0.9,1.05,1.05,0.9,0.19,1,615000,35,583000
2017-07-04,1.05,1.05,1.07,1.03,0.0,0,657000,64,693200
2017-07-05,0.97,1.15,1.15,0.97,0.1,1,599000,62,618050
2017-07-06,1.1,1.19,1.24,1.1,0.04,1,831000,50,984770
2017-07-07,1.2,1.17,1.25,1.11,-0.02,-1,1486000,48,1777550
2017-07-10,1.09,1.07,1.09,1.07,-0.1,-1,255000,9,275500
2017-07-11,0.91,0.93,0.93,0.91,-0.14,-1,28000,4,25610
