date,OP,CP,HP,LP,DF,RD,TV,TC,TO
2017-05-11,1.0,1.0,1.0,1.0,0.05,1,130000,1,130000
2017-05-12,0.92,0.93,0.93,0.92,-0.07,-1,159000,4,146570
2017-05-15,0.92,0.85,0.92,0.85,-0.08,-1,29000,2,25350
2017-05-16,0.91,0.98,0.98,0.91,0.13,1,953000,24,894470
2017-05-17,0.96,1.06,1.09,0.93,0.08,1,1098000,40,1066560
2017-05-18,1.0,1.07,1.07,1.0,0.01,1,153000,7,158340
2017-05-19,0.69,0.98,1.07,0.69,-0.09,-1,386000,4,381530
2017-05-22,0.96,0.88,0.96,0.88,-0.1,-1,179000,7,168160
2017-05-23,0.9,0.87,0.9,0.87,-0.01,-1,317000,8,276090
2017-05-24,0.88,0.93,0.93,0.88,0.06,1,545000,8,490820
2017-05-25,0.88,0.87,0.88,0.86,-0.06,-1,956000,16,827860
2017-05-26,0.93,0.96,0.97,0.9,0.09,1,505000,12,477630
2017-05-31,0.92,0.88,0.92,0.88,-0.08,-1,94000,7,84320
2017-06-01,0.9,0.9,0.91,0.89,0.02,1,172000,6,153920
2017-06-02,0.9,0.95,0.97,0.88,0.05,1,503000,18,462690
2017-06-03,0.96,0.96,0.96,0.93,0.01,1,311000,14,297430
2017-06-06,0.85,0.85,0.85,0.85,-0.02,-1,10000,1,8500
2017-06-07,0.85,0.85,0.85,0.85,0.0,0,20000,2,17000
2017-06-08,0.83,0.91,0.91,0.83,0.06,1,417000,10,358820
2017-06-09,0.96,0.89,0.96,0.89,-0.02,-1,417000,16,392830
2017-06-12,0.85,0.87,0.87,0.85,-0.02,-1,110000,3,95500
2017-06-13,0.84,0.84,0.84,0.84,-0.03,-1,100000,2,84000
2017-06-15,0.78,0.78,0.78,0.78,0.02,1,26000,4,20280
2017-06-19,0.73,0.73,0.73,0.73,0.01,1,100000,1,73000
2017-06-20,0.74,0.75,0.75,0.73,0.02,1,200000,5,148900
2017-06-21,0.72,0.76,0.76,0.72,0.01,1,500000,6,376000
2017-06-22,0.78,0.83,0.83,0.78,0.07,1,610000,12,489100
2017-06-23,0.8,0.79,0.8,0.79,-0.04,-1,210000,7,167900
2017-06-26,0.68,0.68,0.68,0.68,-0.11,-1,26000,1,17680
2017-06-28,0.7,0.7,0.7,0.7,0.01,1,10000,1,7000
2017-06-29,0.78,0.77,0.78,0.77,0.07,1,300000,5,232500
2017-06-30,0.71,0.7,0.71,0.7,-0.07,-1,300000,8,210380
2017-07-11,0.64,0.64,0.64,0.64,0.0,0,38000,2,24320
2017-07-13,0.64,0.64,0.64,0.64,0.0,0,36000,1,23040
2017-07-14,0.66,0.66,0.66,0.66,0.02,1,300000,2,198000
2017-07-17,0.73,0.79,0.79,0.71,0.13,1,312000,12,237580
2017-07-28,0.75,0.75,0.75,0.75,-0.03,-1,150000,1,112500
2017-07-31,0.82,0.79,0.82,0.79,0.04,1,150000,2,118800
2017-08-01,0.81,0.81,0.81,0.81,0.02,1,150000,1,121500
2017-08-02,1.09,1.08,1.09,1.04,0.27,1,250000,8,265440
2017-08-03,1.09,1.12,1.12,1.09,0.04,1,28000,3,31060
2017-08-04,1.09,1.08,1.09,1.05,-0.04,-1,66000,7,70220
2017-08-07,1.1,1.21,1.23,1.06,0.13,1,201000,11,224630
2017-08-08,1.22,1.07,1.22,1.07,-0.14,-1,186000,4,203100
2017-08-09,1.1,0.97,1.1,0.95,-0.1,-1,69000,4,68370
2017-08-10,0.9,0.72,0.9,0.72,-0.25,-1,219000,10,184650
2017-08-11,0.68,0.8,0.8,0.68,0.08,1,542000,13,400020
2017-08-14,0.79,0.79,0.79,0.7,-0.01,-1,595000,21,454400
2017-08-15,0.78,0.87,0.87,0.78,0.08,1,235000,3,190050
2017-08-16,0.84,0.82,0.87,0.75,-0.05,-1,101000,11,81620
2017-08-17,0.89,0.93,0.93,0.89,0.11,1,42000,5,38060
2017-08-18,0.84,0.92,0.92,0.81,-0.01,-1,52000,6,44380
2017-08-21,1.25,1.6,1.63,1.25,0.68,1,71000,6,105680
2017-08-22,1.65,1.37,1.79,1.32,-0.23,-1,242000,20,378570
2017-08-23,1.34,1.36,1.36,1.34,-0.01,-1,89000,4,120220
2017-08-24,1.33,1.37,1.37,1.33,0.01,1,43000,4,58370
2017-08-25,1.41,1.53,1.53,1.36,0.16,1,220000,7,311800
2017-08-28,1.47,1.42,1.47,1.42,-0.11,-1,110000,2,161200
2017-08-29,1.28,1.2,1.28,1.2,-0.22,-1,309000,5,379800
2017-08-30,1.34,1.15,1.34,1.15,-0.05,-1,174000,7,225800
2017-09-01,1.32,1.31,1.44,1.31,0.06,1,76000,6,100540
2017-09-04,1.12,1.11,1.18,1.11,-0.2,-1,374000,10,423570
2017-09-05,1.07,1.06,1.08,1.06,-0.05,-1,260000,9,278780
2017-09-06,1.13,1.09,1.13,1.08,0.03,1,402000,9,445640
2017-09-07,1.12,1.14,1.17,1.12,0.05,1,303000,11,344080
2017-09-08,1.13,1.08,1.13,1.08,-0.06,-1,471000,15,512650
2017-09-11,1.07,0.82,1.07,0.79,-0.26,-1,738000,26,703650
2017-09-12,0.82,0.83,0.83,0.81,0.01,1,528000,7,434640
